Heart rate
1
121
85
79.67
77
74.4
76.17
77.57
78.62
79.33
79.9
80.45
80.92
81.23
81.29
81.6
81.69
81.76
81.72
81.74
81.8
82
82.41
82.78
83.58
84.28
84.92
85.44
86.04
86.59
87.03
87.61
88.06
88.79
89.47
90.09
90.69
91.27
