Time interval, IBI
53.65625,0.546875
63.125,0.53125
63.671875,0.546875
64.1875,0.515625
64.71875,0.53125
65.234375,0.515625
65.765625,0.53125
115.15625,0.5625
115.71875,0.5625
116.328125,0.609375
116.9375,0.609375
117.671875,0.734375
118.265625,0.59375
118.875,0.609375
119.453125,0.578125
120.03125,0.578125
120.578125,0.546875
121.15625,0.578125
166.0625,0.5625
166.6875,0.625
167.21875,0.53125
167.734375,0.515625
220.625,0.578125
221.125,0.5
221.71875,0.59375
222.296875,0.578125
222.859375,0.5625
223.4375,0.578125
224.03125,0.59375
224.59375,0.5625
225.171875,0.578125
225.75,0.578125
236.78125,0.53125
237.390625,0.609375
242.921875,0.546875
243.453125,0.53125
244.03125,0.578125
244.609375,0.578125
245.15625,0.546875
245.71875,0.5625
246.296875,0.578125
246.859375,0.5625
247.375,0.515625
247.9375,0.5625
248.46875,0.53125
249.015625,0.546875
249.453125,0.4375
249.90625,0.453125
252.25,0.5625
252.765625,0.515625
255.984375,0.5625
256.546875,0.5625
257.140625,0.59375
257.640625,0.5
258.234375,0.59375
258.765625,0.53125
259.3125,0.546875
259.859375,0.546875
266.703125,0.546875
267.265625,0.5625
267.796875,0.53125
268.34375,0.546875
268.890625,0.546875
269.484375,0.59375
270.03125,0.546875
270.609375,0.578125
271.15625,0.546875
271.734375,0.578125
274.484375,0.546875
275.015625,0.53125
275.546875,0.53125
275.96875,0.421875
278.703125,0.546875
279.21875,0.515625
279.828125,0.609375
280.375,0.546875
280.875,0.5
281.453125,0.578125
281.96875,0.515625
282.484375,0.515625
283.03125,0.546875
283.546875,0.515625
283.953125,0.40625
292.40625,0.5625
292.984375,0.578125
293.53125,0.546875
294.109375,0.578125
294.65625,0.546875
295.203125,0.546875
295.765625,0.5625
296.3125,0.546875
296.828125,0.515625
297.359375,0.53125
297.90625,0.546875
298.421875,0.515625
298.984375,0.5625
299.53125,0.546875
300.03125,0.5
300.65625,0.625
301.140625,0.484375
301.734375,0.59375
305.484375,0.546875
306.0625,0.578125
306.625,0.5625
307.171875,0.546875
307.734375,0.5625
308.25,0.515625
308.8125,0.5625
309.359375,0.546875
309.890625,0.53125
316.8125,0.53125
317.359375,0.546875
323.90625,0.5
324.515625,0.609375
325.015625,0.5
325.53125,0.515625
326.078125,0.546875
326.625,0.546875
327.140625,0.515625
327.6875,0.546875
328.21875,0.53125
328.765625,0.546875
329.3125,0.546875
329.859375,0.546875
330.421875,0.5625
331,0.578125
331.59375,0.59375
332.1875,0.59375
