Time interval, IBI
375.96875,0.671875
513.390625,0.5
513.90625,0.515625
572.453125,0.5
572.96875,0.515625
573.484375,0.515625
574.015625,0.53125
574.546875,0.53125
787.4375,0.625
837.5625,0.546875
908.53125,0.5
909.03125,0.5
909.53125,0.5
910.0625,0.53125
910.625,0.5625
949.703125,0.546875
950.234375,0.53125
950.796875,0.5625
951.3125,0.515625
1021.546875,0.53125
1073.8125,0.546875
1083.1875,0.625
1083.75,0.5625
1084.34375,0.59375
1084.984375,0.640625
1088.09375,0.625
1088.71875,0.625
1089.328125,0.609375
1089.9375,0.609375
1241.5,1.125
1270.203125,0.53125
1270.765625,0.5625
1271.3125,0.546875
1271.875,0.5625
1272.40625,0.53125
1272.953125,0.546875
1273.5,0.546875
1411.8125,0.640625
1412.453125,0.640625
1413.109375,0.65625
1413.734375,0.625
1427.953125,1.03125
1431.953125,0.609375
1432.484375,0.53125
1433.015625,0.53125
1433.625,0.609375
1481.9375,0.75
1482.6875,0.75
1513,0.625
1790.578125,0.640625
1791.203125,0.625
1791.84375,0.640625
1792.53125,0.6875
1796.59375,0.671875
1797.234375,0.640625
1797.921875,0.6875
1798.578125,0.65625
1799.234375,0.65625
1799.9375,0.703125
1800.625,0.6875
1801.296875,0.671875
1801.953125,0.65625
1802.609375,0.65625
1803.234375,0.625
1808.8125,0.609375
1809.421875,0.609375
1810.015625,0.59375
1810.609375,0.59375
1811.234375,0.625
1811.8125,0.578125
1812.46875,0.65625
1813.0625,0.59375
1813.703125,0.640625
1814.359375,0.65625
1815.015625,0.65625
1815.640625,0.625
1816.25,0.609375
1816.875,0.625
1817.53125,0.65625
1818.15625,0.625
1818.78125,0.625
1819.40625,0.625
1820.09375,0.6875
1820.765625,0.671875
1821.4375,0.671875
1822.15625,0.71875
1822.859375,0.703125
1823.515625,0.65625
1824.1875,0.671875
1824.859375,0.671875
1825.515625,0.65625
1826.140625,0.625
1826.734375,0.59375
1827.34375,0.609375
1827.96875,0.625
1828.59375,0.625
1829.21875,0.625
1829.875,0.65625
1830.53125,0.65625
1831.203125,0.671875
1831.828125,0.625
1832.46875,0.640625
1833.140625,0.671875
1833.8125,0.671875
1834.4375,0.625
1835.125,0.6875
1835.78125,0.65625
1836.453125,0.671875
1837.109375,0.65625
1837.734375,0.625
1838.390625,0.65625
1839.046875,0.65625
1839.65625,0.609375
1840.328125,0.671875
1840.984375,0.65625
1841.640625,0.65625
1842.28125,0.640625
1842.953125,0.671875
1843.640625,0.6875
1844.203125,0.5625
1844.9375,0.734375
1845.578125,0.640625
1846.234375,0.65625
1846.90625,0.671875
1852.703125,0.609375
1853.328125,0.625
1853.984375,0.65625
1854.65625,0.671875
1855.28125,0.625
1855.953125,0.671875
1856.609375,0.65625
1857.265625,0.65625
1857.90625,0.640625
1858.546875,0.640625
1859.171875,0.625
1859.8125,0.640625
1860.453125,0.640625
1861.078125,0.625
1861.703125,0.625
1866.8125,0.625
1867.46875,0.65625
1868.109375,0.640625
1868.71875,0.609375
1869.34375,0.625
1870,0.65625
1870.640625,0.640625
1871.28125,0.640625
1871.953125,0.671875
1872.59375,0.640625
1873.25,0.65625
1873.859375,0.609375
1874.5,0.640625
1875.171875,0.671875
1875.75,0.578125
1876.40625,0.65625
1877,0.59375
1877.640625,0.640625
1878.25,0.609375
1878.875,0.625
1879.53125,0.65625
1880.15625,0.625
1880.78125,0.625
1881.40625,0.625
1882.046875,0.640625
1882.671875,0.625
1883.3125,0.640625
1883.921875,0.609375
1884.53125,0.609375
1885.09375,0.5625
1890.953125,0.609375
1891.515625,0.5625
1892.125,0.609375
1892.703125,0.578125
1893.28125,0.578125
1893.84375,0.5625
1894.453125,0.609375
1895.03125,0.578125
1895.640625,0.609375
1896.21875,0.578125
1896.84375,0.625
1897.4375,0.59375
1898.03125,0.59375
1898.625,0.59375
1899.234375,0.609375
1899.84375,0.609375
1900.4375,0.59375
1901.015625,0.578125
1901.625,0.609375
1902.234375,0.609375
1902.859375,0.625
1903.4375,0.578125
1906.84375,0.5625
1907.421875,0.578125
1908.015625,0.59375
1908.625,0.609375
1909.203125,0.578125
1909.796875,0.59375
1910.390625,0.59375
1911,0.609375
1911.578125,0.578125
1912.140625,0.5625
1912.734375,0.59375
1915.8125,0.671875
1916.4375,0.625
1917.078125,0.640625
1917.734375,0.65625
1918.359375,0.625
1918.984375,0.625
1919.609375,0.625
1920.21875,0.609375
1920.875,0.65625
1921.515625,0.640625
1922.15625,0.640625
1922.75,0.59375
1923.375,0.625
1924.015625,0.640625
1924.625,0.609375
1925.234375,0.609375
1925.890625,0.65625
1933.90625,0.609375
1934.5,0.59375
1935.140625,0.640625
1935.765625,0.625
1936.375,0.609375
1937.015625,0.640625
1937.65625,0.640625
1938.375,0.71875
1939.046875,0.671875
1939.765625,0.71875
1940.46875,0.703125
1941.15625,0.6875
1941.8125,0.65625
1942.453125,0.640625
1943.109375,0.65625
1943.75,0.640625
1944.40625,0.65625
1945.078125,0.671875
1945.78125,0.703125
1946.484375,0.703125
1947.171875,0.6875
1947.875,0.703125
1948.578125,0.703125
1949.28125,0.703125
1949.9375,0.65625
1950.640625,0.703125
1951.296875,0.65625
1951.9375,0.640625
1952.59375,0.65625
1953.25,0.65625
1953.90625,0.65625
1954.515625,0.609375
1955.171875,0.65625
1955.828125,0.65625
1956.4375,0.609375
1957.078125,0.640625
1957.6875,0.609375
1958.3125,0.625
1958.90625,0.59375
1959.515625,0.609375
1960.09375,0.578125
1960.671875,0.578125
1961.234375,0.5625
1961.84375,0.609375
1962.453125,0.609375
1963.015625,0.5625
1963.609375,0.59375
1964.25,0.640625
1964.890625,0.640625
1965.578125,0.6875
1966.265625,0.6875
1966.953125,0.6875
1967.65625,0.703125
1968.296875,0.640625
1968.984375,0.6875
1972.828125,0.640625
1973.34375,0.515625
1974.0625,0.71875
1974.71875,0.65625
1975.34375,0.625
1976,0.65625
1976.65625,0.65625
1977.328125,0.671875
1982.953125,0.578125
2006.359375,0.609375
2006.953125,0.59375
2007.546875,0.59375
2008.125,0.578125
2008.71875,0.59375
2009.34375,0.625
2009.96875,0.625
2010.578125,0.609375
2011.1875,0.609375
2040.296875,0.6875
2044.6875,0.609375
2045.328125,0.640625
2045.96875,0.640625
2046.59375,0.625
2047.25,0.65625
2047.921875,0.671875
