Electrodermal activity
4
0
0.001281
0.003844
0.003844
0.003844
0.005125
0
0.005125
0.005125
0.003844
0.003844
0.003844
0.002562
0.002562
0.001281
0.001281
0.001281
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
