Electrodermal activity
4
0
0.002562
0.005124
0.005124
0.005124
0.006405
0.003843
0.005124
0.003843
0.005124
0.005124
0.006405
0.005124
0.005124
0.003843
0.003843
0.003843
0.001281
0.002562
0.002562
0.001281
0
0
0.001281
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.011529
0.073018
0.047398
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.020496
0.042274
0.046117
0.029464
0.028183
0.030745
0.073018
0.047398
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.005124
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.032026
0.034588
0.046117
0.003843
0
0.024339
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.017934
0.060208
0.044836
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.015372
0
0.001281
0
0.005124
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.01281
0.038431
0.038431
0.039712
0.039712
0.040993
0.040993
0.040993
0.040993
0.040993
0.042274
0.039712
0.042274
0.043555
0.043555
0.044836
0.044836
0.046117
0.047398
0.047398
0.047398
0.046117
0.043555
0.047398
0.048679
0.047398
0.047398
0.046117
0.047398
0.048679
0.048679
0.047398
0.044836
0.042274
0.044836
0.042274
0.044836
0.044836
0.044836
0.044836
0.044836
0.044836
0.046117
0.048679
0.043555
0.044836
0.046117
0.044836
0.044836
0.043555
0.043555
0.043555
0.044836
0.047398
0.046117
0.043555
0.046117
0.047398
0.046117
0.046117
0.046117
0.046117
0.046117
0.047398
0.047398
0.046117
0.046117
0.047398
0.048679
0.047398
0.047398
0.047398
0.047398
0.043555
0.043555
0.043555
0.043555
0.040993
0.044836
0.044836
0.044836
0.043555
0.043555
0.043555
0.043555
0.043555
0.043555
0.043555
0.039712
0.046117
0.043555
0.044836
0.046117
0.044836
0.043555
0.042274
0.044836
0.044836
0.046117
0.042274
0.044836
0.046117
0.044836
0.046117
0.046117
0.046117
0.046117
0.047398
0.046117
0.044836
0.044836
0.042274
0.042274
0.042274
0.038431
0.021777
0.020496
0.044836
0.039712
0
0
0
0.023058
0.038431
0.048679
0.051241
0.052522
0.040993
0.047398
0
0.008967
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.008967
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
