X-axis,Y-axis,Z-axis,Blood Value pulse,Electrodermal activity,Heart rate,Time interval, IBI,Temperature
-27,4,127,0.07,2.256515,92.52,9123.828125,0.78125,36.66
-27,4,127,-0.05,2.259077,92.83,9124.703125,0.875,36.66
-27,4,127,-0.11,2.256515,93.13,9307.6875,0.90625,36.66
-27,4,127,-0.33,2.257796,93.32,9308.4375,0.75,36.66
-27,4,127,-0.82,2.257796,93.53,9309.421875,0.984375,36.66
-27,4,127,-1.51,2.256515,93.75,9310.359375,0.9375,36.66
-27,4,127,-2.19,2.256515,93.92,9311.34375,0.984375,36.66
-27,4,127,-2.66,2.260358,93.92,9312.21875,0.875,36.66
-27,4,127,-2.82,2.257796,93.88,9469.6875,0.890625,36.66
-27,4,127,-2.69,2.257796,93.82,9518.03125,0.71875,36.66
-27,4,127,-2.41,2.259077,93.7,9518.78125,0.75,36.66
-27,4,127,-2.01,2.259077,93.57,9519.625,0.84375,36.66
-27,4,127,-1.47,2.261639,93.37,9520.46875,0.84375,36.66
-27,3,127,-0.69,2.261639,93.1,9521.3125,0.84375,36.66
-27,4,127,0.41,2.257796,92.77,9522.1875,0.875,36.68
-27,4,127,1.76,2.256515,92.37,9523.03125,0.84375,36.68
-27,4,127,3.12,2.257796,92.03,9523.765625,0.734375,36.68
-27,4,127,4.23,2.256515,91.77,9524.484375,0.71875,36.68
-27,4,127,4.91,2.256515,91.53,9525.4375,0.953125,36.66
-27,4,127,5.15,2.256515,91.33,9526.265625,0.828125,36.66
-27,4,127,5.16,2.255234,91.17,9531.53125,0.75,36.66
-27,4,127,5.19,2.255234,90.88,9537.671875,0.796875,36.66
-27,4,127,5.4,2.259077,90.77,9570.5,0.765625,36.65
-27,4,127,5.79,2.257796,90.57,9571.25,0.75,36.65
-27,4,127,6.23,2.261639,90.35,9572.09375,0.84375,36.65
-28,4,127,6.55,2.257796,90.17,9572.921875,0.828125,36.65
-27,4,127,6.67,2.259077,90.12,9573.703125,0.78125,36.65
-28,4,127,6.64,2.259077,90.03,9574.484375,0.78125,36.65
-29,4,127,6.51,2.260358,89.95,9575.28125,0.796875,36.65
-28,4,127,6.31,2.257796,89.92,9576.09375,0.8125,36.65
-28,4,127,5.97,2.257796,89.83,9576.90625,0.8125,36.66
-29,3,127,5.35,2.257796,89.72,9577.671875,0.765625,36.66
-27,4,127,4.34,2.256515,89.45,9578.4375,0.765625,36.66
-27,4,127,2.98,2.260358,89.03,9579.234375,0.796875,36.66
-28,4,127,1.46,2.256515,88.58,9580.03125,0.796875,36.68
-29,4,127,0.01,2.260358,88.15,9580.828125,0.796875,36.68
-28,4,127,-1.19,2.259077,87.75,9581.671875,0.84375,36.68
-28,3,127,-2.1,2.257796,87.38,9582.46875,0.796875,36.68
-28,3,127,-2.82,2.259077,86.98,9583.296875,0.828125,36.66
-28,3,127,-3.48,2.259077,86.57,9584.15625,0.859375,36.66
-28,3,127,-4.1,2.256515,86.15,9584.9375,0.78125,36.66
-28,3,127,-4.6,2.259077,85.7,9585.75,0.8125,36.66
-28,3,127,-4.78,2.259077,85.25,9586.5625,0.8125,36.65
-28,4,127,-4.53,2.261639,84.82,9587.34375,0.78125,36.65
-28,3,127,-3.83,2.261639,84.28,9588.125,0.78125,36.65
-28,3,127,-2.85,2.26292,83.8,9588.953125,0.828125,36.65
-28,3,127,-1.85,2.257796,83.43,9589.765625,0.8125,36.68
-28,4,127,-1.07,2.257796,83.03,9590.625,0.859375,36.68
-28,3,127,-0.62,2.257796,82.58,9591.46875,0.84375,36.68
-28,3,127,-0.52,2.260358,82.18,9592.25,0.78125,36.68
-28,4,127,-0.7,2.257796,81.75,9593.046875,0.796875,36.68
-28,3,127,-1.1,2.26292,81.28,9593.828125,0.78125,36.68
-28,3,127,-1.63,2.26292,80.77,9594.59375,0.765625,36.68
-28,3,127,-2.23,2.259077,80.27,9595.375,0.78125,36.68
-28,4,127,-2.77,2.26292,79.8,9596.1875,0.8125,36.66
-28,3,127,-3.12,2.261639,79.33,9596.96875,0.78125,36.66
-28,3,127,-3.17,2.264201,78.97,9597.765625,0.796875,36.66
-28,4,127,-2.94,2.261639,78.65,9598.59375,0.828125,36.66
-29,3,127,-2.53,2.259077,78.32,9599.359375,0.765625,36.68
-28,4,127,-2.12,2.259077,77.98,9600.171875,0.8125,36.68
-28,3,127,-1.82,2.259077,77.7,9600.984375,0.8125,36.68
-28,3,127,-1.66,2.260358,77.35,9601.75,0.765625,36.68
-29,3,127,-1.59,2.260358,77,9602.53125,0.78125,36.66
-28,4,127,-1.51,2.261639,76.77,9603.328125,0.796875,36.66
-28,4,127,-1.39,2.265482,76.48,9604.109375,0.78125,36.66
-28,3,127,-1.29,2.265482,76.22,9604.921875,0.8125,36.66
-28,3,127,-1.35,2.265482,75.98,9605.703125,0.78125,36.66
-28,4,127,-1.68,2.26292,75.77,9606.5,0.796875,36.66
-29,3,127,-2.21,2.264201,75.57,9607.3125,0.8125,36.66
-28,3,127,-2.75,2.264201,75.42,9608.109375,0.796875,36.66
-28,3,127,-2.97,2.261639,75.37,9608.9375,0.828125,36.68
-29,3,127,-2.64,2.259077,75.18,9609.78125,0.84375,36.68
-28,4,127,-1.7,2.259077,75.02,9610.65625,0.875,36.68
-28,4,127,-0.37,2.260358,74.88,9611.515625,0.859375,36.68
-28,3,127,1.04,2.26292,74.77,9612.28125,0.765625,36.65
-28,3,127,2.23,2.261639,74.87,9613.046875,0.765625,36.65
-28,4,127,3.04,2.260358,74.97,9613.828125,0.78125,36.65
-29,3,127,3.57,2.26292,74.98,9614.578125,0.75,36.65
-29,3,127,3.94,2.264201,74.98,9615.34375,0.765625,36.66
-28,3,127,4.24,2.26292,74.93,9616.171875,0.828125,36.66
-28,3,127,4.4,2.265482,74.9,9616.984375,0.8125,36.66
-29,3,127,4.23,2.264201,75.03,9617.859375,0.875,36.66
-28,4,127,3.57,2.26292,75.03,9627.296875,0.828125,36.66
-28,3,127,2.47,2.264201,75.12,9636.203125,0.953125,36.66
-29,3,127,1.15,2.26292,75.2,9637.0625,0.859375,36.66
-28,3,127,-0.06,2.261639,75.23,9637.890625,0.828125,36.66
-28,3,127,-0.88,2.26292,75.27,9654.328125,0.8125,36.66
-28,3,127,-1.24,2.264201,75.28,9655.046875,0.71875,36.66
-28,4,127,-1.28,2.264201,75.38,9705,0.546875,36.66
-28,3,127,-1.26,2.26292,75.45,9705.5,0.5,36.66
-28,3,127,-1.41,2.278292,75.52,9705.984375,0.484375,36.66
-28,3,127,-1.84,2.269325,75.63,9788.515625,0.734375,36.66
-28,4,127,-2.54,2.266763,75.77,9789.265625,0.75,36.66
-28,3,127,-3.39,2.269325,75.9,9798.953125,0.703125,36.66
-28,3,127,-4.22,2.265482,76.18,9799.828125,0.875,36.66
-28,3,127,-4.88,2.265482,76.43,9800.65625,0.828125,36.66
-28,4,127,-5.25,2.264201,76.68,9801.53125,0.875,36.66
-28,4,127,-5.27,2.266763,76.92,9802.34375,0.8125,36.66
-28,3,127,-4.97,2.264201,77.2,9803.234375,0.890625,36.68
-28,4,127,-4.43,2.266763,77.47,9822.71875,0.90625,36.68
-28,3,127,-3.81,2.264201,77.85,9823.53125,0.8125,36.68
-28,3,127,-3.22,2.261639,78.28,9824.5,0.96875,36.68
-28,3,127,-2.75,2.264201,78.83,9825.421875,0.921875,36.68
-28,4,127,-2.38,2.268044,79.3,9826.234375,0.8125,36.68
-28,3,127,-2.01,2.269325,79.85,9827.09375,0.859375,36.68
-28,3,127,-1.57,2.268044,80.38,9827.90625,0.8125,36.68
-29,4,127,-1.1,2.268044,80.9,9828.78125,0.875,36.66
-28,3,127,-0.75,2.268044,81.43,9836.1875,0.765625,36.66
-29,3,127,-0.77,2.269325,81.9,9836.984375,0.796875,36.66
-29,3,127,-1.4,2.268044,82.35,9837.75,0.765625,36.66
-29,3,127,-2.73,2.266763,82.78,9838.5625,0.8125,36.66
-28,3,127,-4.62,2.265482,83.13,9839.421875,0.859375,36.66
-28,4,127,-6.71,2.264201,83.47,9840.21875,0.796875,36.66
-29,3,127,-8.59,2.266763,83.7,9841.046875,0.828125,36.66
-29,4,127,-9.86,2.266763,83.93,9851.171875,0.84375,36.65
-28,4,127,-10.35,2.265482,84.15,9858.390625,0.765625,36.65
-29,4,127,-10.08,2.270606,84.38,9859.125,0.734375,36.65
-29,4,127,-9.21,2.268044,84.62,9859.953125,0.828125,36.65
-29,4,127,-7.95,2.270606,84.87,9877.609375,0.765625,36.66
-29,4,127,-6.43,2.269325,85.12,9878.546875,0.9375,36.66
-28,4,127,-4.76,2.269325,85.32,9879.390625,0.84375,36.66
-29,4,127,-2.97,2.269325,85.58,9880.21875,0.828125,36.66
-29,4,127,-1.14,2.270606,85.83,9881.03125,0.8125,36.68
-28,4,127,0.56,2.265482,86,9881.90625,0.875,36.68
-29,3,127,1.97,2.269325,86.17,9882.796875,0.890625,36.68
-29,4,127,2.94,2.265482,86.33,9883.671875,0.875,36.68
-29,4,127,3.47,2.266763,86.45,9888.96875,0.84375,36.66
-28,4,127,3.69,2.265482,86.52,9889.78125,0.8125,36.66
-28,4,127,3.81,2.264201,86.48,9890.625,0.84375,36.66
-29,4,127,4.02,2.266763,86.47,9891.5625,0.9375,36.66
-29,4,127,4.37,2.268044,86.4,9892.421875,0.859375,36.66
-29,4,127,4.82,2.268044,86.5,9893.328125,0.90625,36.66
-29,3,127,5.21,2.268044,86.63,9894.1875,0.859375,36.66
-29,3,127,5.45,2.271887,86.85,9929.03125,0.953125,36.66
-29,3,127,5.49,2.271887,86.95,9929.875,0.84375,36.66
-29,3,127,5.38,2.270606,86.88,9930.75,0.875,36.66
-29,3,127,5.15,2.270606,86.77,9945.6875,0.8125,36.66
-28,3,127,4.81,2.269325,86.7,9946.59375,0.90625,36.66
-28,3,127,4.34,2.270606,86.5,9947.421875,0.828125,36.68
-28,3,127,3.75,2.266763,86.32,9948.234375,0.8125,36.68
-28,3,127,3.16,2.265482,86.15,9949.046875,0.8125,36.68
-28,3,127,2.74,2.269325,85.95,9995.5,0.6875,36.68
-28,3,127,2.66,2.266763,85.75,9996.171875,0.671875,36.66
-28,3,127,2.96,2.271887,85.48,9996.875,0.703125,36.66
-28,3,127,3.52,2.266763,85.22,9997.578125,0.703125,36.66
-28,2,127,4.06,2.270606,85.03,9998.375,0.796875,36.66
-27,3,127,4.27,2.273168,84.88,9999.265625,0.890625,36.65
-27,3,127,3.9,2.270606,84.75,10022.45313,0.796875,36.65
-27,3,127,2.88,2.270606,84.53,10023.25,0.796875,36.65
-28,3,127,1.35,2.270606,84.5,10024.07813,0.828125,36.65
-28,3,127,-0.39,2.266763,84.43,10024.84375,0.765625,36.68
-27,3,127,-1.92,2.266763,84.37,10215.5,0.703125,36.68
-27,2,127,-2.82,2.266763,84.32,10216.23438,0.734375,36.68
-27,2,127,-2.82,2.266763,84.25,10216.9375,0.703125,36.68
-27,2,127,-1.92,2.269325,84.1,10217.71875,0.78125,36.66
-27,3,127,-0.41,2.266763,84,10218.45313,0.734375,36.66
-27,2,127,1.22,2.269325,83.88,10248.35938,0.796875,36.66
-27,2,127,2.51,2.271887,83.83,10249.125,0.765625,36.66
-27,3,127,3.2,2.270606,83.75,10249.875,0.75,36.68
-28,3,127,3.37,2.270606,83.73,10250.6875,0.8125,36.68
-27,2,127,3.3,2.266763,83.67,10251.5,0.8125,36.68
-28,2,127,3.31,2.268044,83.53,10252.32813,0.828125,36.68
-27,2,127,3.59,2.271887,83.32,10253.10938,0.78125,36.68
-26,2,127,4.15,2.268044,83.2,10253.89063,0.78125,36.68
-26,2,127,4.89,2.270606,83.03,10254.65625,0.765625,36.68
-26,2,127,5.71,2.266763,82.85,10255.39063,0.734375,36.68
-27,2,127,6.6,2.269325,82.68,10256.125,0.734375,36.66
-27,3,127,7.61,2.269325,82.57,10256.85938,0.734375,36.66
-26,3,127,8.75,2.269325,82.52,10257.60938,0.75,36.66
-27,3,127,9.9,2.274449,82.53,10258.40625,0.796875,36.66
-27,3,127,10.81,2.271887,82.55,10259.1875,0.78125,36.68
-27,2,127,11.16,2.270606,82.68,10260.01563,0.828125,36.68
-27,3,127,10.72,2.271887,82.9,10260.79688,0.78125,36.68
-28,3,127,9.43,2.273168,83.17,10261.57813,0.78125,36.68
-28,3,127,7.46,2.271887,83.42,10262.375,0.796875,36.68
-28,3,127,5.14,2.270606,83.62,10263.14063,0.765625,36.68
-28,3,127,2.85,2.266763,83.78,10263.9375,0.796875,36.68
-28,3,127,0.9,2.268044,83.95,10264.75,0.8125,36.68
-27,3,127,-0.59,2.270606,84.1,10265.51563,0.765625,36.65
-28,3,127,-1.63,2.273168,84.23,10266.32813,0.8125,36.65
-28,3,127,-2.37,2.269325,84.3,10267.125,0.796875,36.65
-27,3,127,-2.92,2.269325,84.35,10267.90625,0.78125,36.65
-28,3,127,-3.3,2.269325,84.43,10268.73438,0.828125,36.68
-27,3,127,-3.41,2.270606,84.62,10269.51563,0.78125,36.68
-28,3,127,-3.12,2.270606,84.78,10270.3125,0.796875,36.68
-28,3,127,-2.35,2.270606,84.9,10271.14063,0.828125,36.68
-28,3,127,-1.11,2.271887,85.1,10271.9375,0.796875,36.68
-27,3,127,0.48,2.273168,85.35,10536.42188,0.703125,36.68
-27,3,127,2.29,2.270606,85.7,10537.09375,0.671875,36.68
-28,3,127,4.2,2.273168,85.98,10537.76563,0.671875,36.68
-27,3,127,6.09,2.268044,86.23,10538.4375,0.671875,36.68
-27,3,127,7.83,2.268044,86.45,10539.09375,0.65625,36.68
-27,3,127,9.28,2.269325,86.63,10728.14063,0.671875,36.68
-28,3,127,10.2,2.270606,86.72,10728.82813,0.6875,36.68
-27,3,127,10.43,2.270606,87,10729.51563,0.6875,36.68
-27,3,127,9.91,2.270606,87.22,10730.23438,0.71875,36.68
-27,3,127,8.8,2.269325,87.53,10771.89063,0.5625,36.68
-27,3,127,7.4,2.271887,87.82,10772.60938,0.71875,36.68
-27,3,127,6.06,2.273168,88.22,10773.48438,0.875,36.66
-27,3,127,5.03,2.271887,88.52,10790.07813,0.8125,36.66
-27,3,127,4.32,2.271887,88.83,10790.89063,0.8125,36.66
-27,3,127,3.73,2.271887,89.2,10796.85938,0.84375,36.66
-27,3,127,2.95,2.270606,89.52,10797.5625,0.703125,36.66
-27,3,127,1.71,2.270606,89.92,10798.32813,0.765625,36.66
-27,3,127,-0.04,2.270606,90.4,10799.07813,0.75,36.66
-27,2,127,-2.11,2.270606,90.8,10799.96875,0.890625,36.66
-27,3,127,-4.18,2.269325,91.18,10800.71875,0.75,36.66
-27,3,127,-5.94,2.270606,91.58,10862.59375,0.65625,36.66
-27,2,127,-7.23,2.268044,92,10911.53125,0.734375,36.66
-27,3,127,-8.1,2.269325,92.3,10912.28125,0.75,36.66
-27,3,127,-8.7,2.269325,92.57,10913.01563,0.734375,36.65
-27,3,127,-9.1,2.266763,92.9,10913.73438,0.71875,36.65
-27,2,127,-9.15,2.27573,93.18,10944.04688,0.765625,36.65
-27,3,127,-8.43,2.271887,93.48,10944.90625,0.859375,36.65
-27,2,127,-6.39,2.273168,93.75,10945.71875,0.8125,36.68
-27,2,127,-2.65,2.273168,93.97,10946.54688,0.828125,36.68
-27,3,127,2.85,2.274449,94.1,10947.375,0.828125,36.68
-27,3,127,9.68,2.271887,94.2,10948.20313,0.828125,36.68
-27,2,127,17.02,2.271887,94.28,10948.95313,0.75,36.68
-27,2,127,23.9,2.270606,94.28,10949.73438,0.78125,36.68
-27,2,127,29.48,2.268044,94.22,10950.57813,0.84375,36.68
-27,2,127,33.27,2.270606,94.22,10951.39063,0.8125,36.68
-27,2,127,35.09,2.269325,94.12,10955.95313,0.703125,36.68
-27,2,127,35.05,2.270606,94.02,10956.65625,0.703125,36.68
-27,2,127,33.38,2.269325,93.88,10957.40625,0.75,36.68
-27,2,127,30.34,2.268044,93.77,10958.17188,0.765625,36.68
-27,3,127,26.15,2.271887,93.73,10958.875,0.703125,36.68
-27,3,127,21.03,2.274449,93.65,11049.57813,0.734375,36.68
-27,3,127,15.22,2.273168,93.58,11050.29688,0.71875,36.68
-27,2,127,9.02,2.273168,93.3,11051.04688,0.75,36.68
-27,2,127,2.74,2.271887,92.93,11051.78125,0.734375,36.68
-28,2,127,-3.28,2.273168,92.52,11052.48438,0.703125,36.68
-24,3,127,-8.71,2.270606,92.08,11053.1875,0.703125,36.68
-22,3,127,-13.28,2.270606,91.68,11053.875,0.6875,36.68
-26,1,127,-16.84,2.270606,91.3,11054.59375,0.71875,36.68
-27,4,127,-19.33,2.273168,90.9,11055.3125,0.71875,36.68
-23,1,127,-20.84,2.270606,90.52,11056.01563,0.703125,36.68
-23,4,127,-21.48,2.271887,90.17,11056.73438,0.71875,36.68
-22,3,127,-21.42,2.273168,89.82,11057.46875,0.734375,36.68
-23,2,127,-20.73,2.273168,89.45,11058.1875,0.71875,36.68
-24,4,127,-19.46,2.273168,89.17,11078.42188,0.71875,36.68
-24,0,127,-17.62,2.271887,88.9,11079.15625,0.734375,36.68
-28,1,127,-15.26,2.273168,88.58,11079.875,0.71875,36.68
-24,3,127,-12.52,2.274449,88.27,11080.60938,0.734375,36.68
-21,1,127,-9.59,2.273168,87.98,11081.35938,0.75,36.68
-20,0,127,-6.62,2.270606,87.78,11082.09375,0.734375,36.68
-25,0,127,-3.71,2.273168,87.55,11082.82813,0.734375,36.68
-29,0,127,-0.84,2.270606,87.35,11148.92188,0.765625,36.68
-29,1,127,2.1,2.268044,87.13,11149.70313,0.78125,36.68
-28,2,127,5.19,2.271887,86.95,11150.48438,0.78125,36.68
-27,4,127,8.48,2.273168,86.8,11183.4375,0.75,36.65
-32,2,127,11.87,2.27573,86.68,11184.20313,0.765625,36.65
-31,2,127,15.14,2.274449,86.53,11184.9375,0.734375,36.65
-32,2,127,17.93,2.273168,86.38,11185.6875,0.75,36.65
-31,0,127,19.88,2.273168,86.17,11208.3125,0.75,36.66
-32,-5,127,20.66,2.273168,85.98,11209.07813,0.765625,36.66
-32,-4,127,20.06,2.27573,85.73,11209.84375,0.765625,36.66
-31,-4,127,18.13,2.273168,85.48,11216.32813,0.71875,36.66
-28,-7,127,15.06,2.268044,85.32,11217.0625,0.734375,36.68
-28,-20,127,11.18,2.269325,85.23,11217.78125,0.71875,36.68
-26,-23,127,6.85,2.265482,85.12,11218.5,0.71875,36.68
-39,-63,127,2.42,2.270606,84.98,11219.1875,0.6875,36.68
-47,-38,127,-1.88,2.269325,84.92,11219.92188,0.734375,36.68
-36,-48,127,-5.89,2.273168,84.8,11231.75,0.734375,36.68
-30,-41,127,-9.55,2.274449,84.58,11232.48438,0.734375,36.68
-22,-38,127,-12.93,2.277011,84.37,11233.20313,0.71875,36.68
-14,-37,127,-16.14,2.270606,84.12,11233.92188,0.71875,36.66
-17,-37,127,-19.23,2.270606,83.82,11234.64063,0.71875,36.66
-21,-33,127,-22.14,2.271887,83.48,11235.34375,0.703125,36.66
-24,-36,127,-24.62,2.273168,83.1,11236.07813,0.734375,36.66
-27,-38,127,-26.29,2.268044,82.77,11236.78125,0.703125,36.66
-29,-33,127,-26.81,2.268044,82.32,11237.5,0.71875,36.66
-29,-31,127,-26.03,2.268044,81.92,11246.21875,0.765625,36.66
-36,-34,127,-24,2.269325,81.55,11246.98438,0.765625,36.66
-37,-36,127,-20.99,2.270606,81.15,11247.73438,0.75,36.66
-40,-35,127,-17.32,2.273168,80.77,11248.48438,0.75,36.66
-42,-42,127,-13.32,2.271887,80.5,11249.1875,0.703125,36.66
-39,-46,127,-9.25,2.271887,80.23,11249.89063,0.703125,36.66
-38,-48,127,-5.33,2.273168,80.05,11261.21875,0.671875,36.66
-33,-50,127,-1.78,2.273168,79.88,11261.89063,0.671875,36.66
-29,-49,127,1.16,2.274449,79.68,11262.60938,0.71875,36.66
-27,-50,127,3.3,2.271887,79.43,11282.95313,0.6875,36.66
-26,-51,127,4.54,2.269325,79.3,11283.60938,0.65625,36.66
-25,-52,127,4.9,2.271887,79.1,11284.28125,0.671875,36.66
-22,-54,127,4.53,2.271887,78.97,11284.95313,0.671875,36.66
-21,-55,127,3.63,2.271887,78.8,11285.60938,0.65625,36.66
-20,-57,127,2.48,2.270606,78.52,11286.28125,0.671875,36.65
-18,-57,127,1.35,2.270606,78.23,11300.73438,0.6875,36.65
-14,-58,127,0.52,2.273168,77.92,11301.42188,0.6875,36.65
-14,-59,127,0.22,2.277011,77.77,11302.1875,0.765625,36.65
-14,-59,127,0.55,2.270606,77.75,11302.90625,0.71875,36.68
-11,-61,127,1.49,2.274449,78.07,11303.625,0.71875,36.68
-11,-63,127,2.82,2.277011,78.33,11304.39063,0.765625,36.68
-9,-62,127,4.23,2.274449,78.57,11305.125,0.734375,36.68
-6,-64,127,5.32,2.274449,78.73,11305.82813,0.703125,36.65
-7,-68,127,5.7,2.268044,78.98,11306.5625,0.734375,36.65
-7,-78,127,5.14,2.270606,79.17,11307.34375,0.78125,36.65
-5,-83,127,3.6,2.270606,79.3,11342.40625,0.71875,36.65
-5,-80,127,1.25,2.273168,79.45,11343.10938,0.703125,36.66
-6,-74,127,-1.53,2.273168,79.62,11343.78125,0.671875,36.66
-6,-63,127,-4.31,2.270606,79.8,11344.46875,0.6875,36.66
-11,-52,127,-6.71,2.271887,79.95,11345.17188,0.703125,36.66
-13,-51,127,-8.5,2.27573,80.15,11345.90625,0.734375,36.66
-14,-49,127,-9.63,2.27573,80.33,11346.60938,0.703125,36.66
-14,-50,127,-10.23,2.271887,80.45,11347.3125,0.703125,36.66
-16,-52,127,-10.49,2.274449,80.53,11348.01563,0.703125,36.66
-21,-53,127,-10.62,2.27573,80.62,11348.73438,0.71875,36.66
-21,-53,127,-10.77,2.274449,80.63,11349.5,0.765625,36.66
-26,-56,127,-11.06,2.278292,80.72,11350.32813,0.828125,36.66
-26,-56,127,-11.5,2.277011,80.82,11351.07813,0.75,36.66
-27,-57,127,-11.99,2.274449,81.05,11351.90625,0.828125,36.66
-26,-61,127,-12.3,2.277011,81.22,11352.70313,0.796875,36.66
-25,-61,127,-12.15,2.27573,81.4,11353.53125,0.828125,36.66
-23,-62,127,-11.3,2.273168,81.57,11354.35938,0.828125,36.66
-22,-62,127,-9.71,2.271887,81.73,11355.15625,0.796875,36.66
-20,-61,127,-7.61,2.27573,81.93,11355.92188,0.765625,36.66
-16,-62,127,-5.48,2.27573,82.12,11356.64063,0.71875,36.66
-15,-62,127,-3.84,2.277011,82.3,11357.40625,0.765625,36.66
-14,-62,127,-3.05,2.27573,82.63,11358.1875,0.78125,36.66
-15,-68,127,-3.13,2.273168,82.97,11358.95313,0.765625,36.66
-13,-78,127,-3.73,2.278292,83.35,11359.79688,0.84375,36.66
-12,-67,127,-4.32,2.277011,83.77,11360.65625,0.859375,36.66
-12,-62,127,-4.38,2.271887,84.08,11361.51563,0.859375,36.65
-8,-59,127,-3.54,2.270606,84.47,11362.35938,0.84375,36.65
-9,-62,127,-1.77,2.279573,84.9,11363.17188,0.8125,36.65
-12,-65,127,0.75,2.27573,85.33,11363.9375,0.765625,36.65
-15,-58,127,3.68,2.271887,85.77,11364.71875,0.78125,36.65
-16,-54,127,6.74,2.274449,86.1,11365.4375,0.71875,36.65
-16,-50,127,9.73,2.274449,86.52,11366.14063,0.703125,36.65
-18,-51,127,12.67,2.278292,86.92,11366.9375,0.796875,36.65
-20,-50,127,15.7,2.27573,87.3,11367.6875,0.75,36.66
-20,-49,127,19.12,2.27573,87.72,11368.4375,0.75,36.66
-19,-49,127,23.24,2.277011,88.1,11369.20313,0.765625,36.66
-19,-54,127,28.3,2.278292,88.5,11370.01563,0.8125,36.66
-21,-59,127,34.36,2.277011,88.9,11370.89063,0.875,36.65
-25,-66,127,41.16,2.27573,89.32,11371.75,0.859375,36.65
-31,-64,127,48.16,2.277011,89.67,11372.57813,0.828125,36.65
-31,-62,127,54.59,2.277011,89.95,11373.32813,0.75,36.65
-28,-63,127,59.65,2.274449,90.07,11374.0625,0.734375,36.65
-28,-64,127,62.66,2.27573,90.17,11374.78125,0.71875,36.65
-26,-67,127,63.3,2.27573,90.32,11375.53125,0.75,36.65
-24,-65,127,61.6,2.27573,90.47,11380.28125,0.8125,36.65
-23,-63,127,57.95,2.277011,90.67,11381.01563,0.734375,36.66
-23,-60,127,52.98,2.27573,90.92,11381.75,0.734375,36.66
-21,-57,127,47.31,2.277011,91.17,11382.45313,0.703125,36.66
-21,-55,127,41.39,2.279573,91.43,11383.17188,0.71875,36.66
-19,-57,127,35.37,2.27573,91.7,11383.92188,0.75,36.66
-18,-57,127,29.16,2.274449,91.98,11384.6875,0.765625,36.66
-17,-62,127,22.62,2.278292,92.28,11385.4375,0.75,36.66
-17,-66,127,15.73,2.274449,92.58,11386.21875,0.78125,36.66
-17,-68,127,8.82,2.270606,92.9,11387.04688,0.828125,36.65
-19,-64,127,2.49,2.27573,92.92,11387.85938,0.8125,36.65
-20,-66,127,-2.52,2.274449,93,11388.6875,0.828125,36.65
-18,-70,127,-5.6,2.274449,93.1,11389.46875,0.78125,36.65
-18,-70,127,-6.45,2.274449,93.22,11390.20313,0.734375,36.65
-15,-71,127,-5.17,2.273168,93.32,11390.9375,0.734375,36.65
-13,-70,127,-2.23,2.274449,93.42,11391.73438,0.796875,36.65
-13,-72,127,1.63,2.27573,93.58,11392.46875,0.734375,36.65
-14,-70,127,5.57,2.274449,93.72,11393.26563,0.796875,36.65
-15,-67,127,8.74,2.27573,93.88,11394.10938,0.84375,36.65
-16,-61,127,10.53,2.27573,94.08,11394.90625,0.796875,36.65
-15,-58,127,10.7,2.278292,94.32,11395.76563,0.859375,36.65
-14,-58,127,9.37,2.278292,94.53,11402.89063,0.828125,36.63
-11,-62,127,7.02,2.277011,94.75,11403.75,0.859375,36.63
-10,-61,127,4.14,2.278292,95.02,11411.5,0.75,36.63
-9,-59,127,1.1,2.277011,95.27,11412.23438,0.734375,36.63
-10,-59,127,-2.04,2.274449,95.53,11413.03125,0.796875,36.65
-11,-58,127,-5.4,2.27573,95.82,11413.92188,0.890625,36.65
-12,-55,127,-9.07,2.278292,96.03,11414.73438,0.8125,36.65
-11,-54,127,-12.92,2.274449,96.2,11415.59375,0.859375,36.65
-8,-56,127,-16.57,2.273168,96.27,11416.40625,0.8125,36.66
-7,-57,127,-19.49,2.280854,96.37,11417.1875,0.78125,36.66
-7,-58,127,-21.1,2.279573,96.47,11418.01563,0.828125,36.66
-7,-57,127,-21.03,2.27573,96.6,11425.51563,0.8125,36.66
-7,-56,127,-19.15,2.278292,96.8,11426.28125,0.765625,36.63
-8,-56,127,-15.73,2.277011,96.95,11427.03125,0.75,36.63
-8,-55,127,-11.52,2.279573,97.08,11427.78125,0.75,36.63
-7,-54,127,-7.79,2.279573,97.27,11428.57813,0.796875,36.63
-7,-53,127,-6.1,2.27573,97,11429.42188,0.84375,36.65
-9,-53,127,-7.85,2.273168,96.77,11430.29688,0.875,36.65
-9,-57,127,-13.63,2.27573,96.48,11431.04688,0.75,36.65
-12,-62,127,-22.76,2.274449,96.18,11431.78125,0.734375,36.65
-14,-65,127,-33.33,2.274449,95.93,11432.54688,0.765625,36.66
-20,-72,127,-42.8,2.278292,95.68,11433.34375,0.796875,36.66
-23,-75,127,-48.9,2.279573,95.43,11434.17188,0.828125,36.66
-27,-78,127,-50.46,2.277011,95.17,11435.03125,0.859375,36.66
-31,-69,127,-47.72,2.279573,94.87,11435.89063,0.859375,36.65
-33,-66,127,-41.93,2.278292,94.77,11436.71875,0.828125,36.65
-33,-59,127,-34.68,2.278292,94.67,11437.4375,0.71875,36.65
-34,-55,127,-27.25,2.277011,94.6,11438.20313,0.765625,36.65
-39,-50,127,-20.35,2.280854,94.57,11438.98438,0.78125,36.66
