X-axis,Y-axis,Z-axis,Blood Value pulse,Electrodermal activity,Heart rate,Time interval, IBI,Temperature
2,45,44,-0.73,0.566212,67.05,9527.484375,0.65625,33
3,45,45,1.31,0.566212,66.88,9528.125,0.640625,33
3,44,45,3.36,0.564931,66.75,9528.734375,0.609375,33
2,44,47,5.63,0.564931,66.62,9529.328125,0.59375,33
3,44,46,8.01,0.562369,66.58,9529.953125,0.625,32.99
4,43,47,9.99,0.562369,66.58,9530.578125,0.625,32.99
1,43,47,10.91,0.562369,66.57,9531.21875,0.640625,32.99
5,44,46,10.43,0.562369,66.53,9531.84375,0.625,32.99
5,41,48,8.82,0.562369,66.53,9532.4375,0.59375,32.99
5,40,48,7.13,0.561088,66.6,9533.046875,0.609375,32.99
4,42,46,6.83,0.561088,66.67,9533.65625,0.609375,32.99
3,42,45,9.24,0.566212,66.72,9534.28125,0.625,32.99
5,42,47,14.9,0.564931,66.73,9534.90625,0.625,32.97
0,41,49,23.2,0.564931,66.8,9535.53125,0.625,32.97
-3,39,51,32.61,0.56365,66.85,9536.125,0.59375,32.97
4,40,48,41.12,0.564931,66.87,9536.71875,0.59375,32.97
3,40,47,46.89,0.564931,66.87,9537.328125,0.609375,32.97
3,41,51,48.79,0.56365,66.87,9537.9375,0.609375,32.97
3,40,52,46.58,0.566212,66.98,9538.53125,0.59375,32.97
-1,39,50,40.83,0.566212,67.12,9539.109375,0.578125,32.97
7,45,44,32.81,0.562369,67.27,9539.6875,0.578125,32.93
4,43,46,24.18,0.56365,67.47,9540.25,0.5625,32.93
-2,44,48,16.71,0.561088,67.58,9540.84375,0.59375,32.93
0,41,48,11.92,0.561088,67.73,9541.46875,0.625,32.93
2,39,49,10.72,0.561088,67.92,9542.109375,0.640625,32.95
5,43,45,13.14,0.562369,68.12,9542.734375,0.625,32.95
4,43,46,18.32,0.564931,68.3,9543.328125,0.59375,32.95
1,42,50,24.73,0.561088,68.5,9543.953125,0.625,32.95
5,43,47,30.71,0.56365,68.62,9544.625,0.671875,32.97
3,41,49,34.85,0.56365,68.75,9545.28125,0.65625,32.97
2,41,49,36.39,0.564931,68.88,9545.90625,0.625,32.97
4,42,50,35.33,0.564931,68.98,9546.53125,0.625,32.97
5,40,50,32.27,0.568774,69.12,9547.171875,0.640625,32.95
5,41,50,28.27,0.573898,69.33,9547.8125,0.640625,32.95
4,41,48,24.48,0.575179,69.63,9548.453125,0.640625,32.95
3,42,49,21.89,0.572617,69.9,9549.0625,0.609375,32.95
3,41,49,21.13,0.575179,70.2,9549.671875,0.609375,32.95
4,40,48,22.36,0.579022,70.47,9550.296875,0.625,32.95
3,39,49,25.2,0.581584,70.75,9550.90625,0.609375,32.95
5,39,51,28.89,0.587989,71.02,9551.53125,0.625,32.95
5,38,51,32.48,0.587989,71.27,9552.15625,0.625,32.97
3,33,52,35.17,0.58927,71.48,9552.78125,0.625,32.97
1,36,57,36.6,0.58927,71.72,9553.40625,0.625,32.97
2,36,62,37.09,0.57646,71.97,9554.03125,0.625,32.97
-3,28,75,37.62,0.572617,72.25,9554.6875,0.65625,32.95
7,21,55,39.44,0.571336,72.58,9555.34375,0.65625,32.95
-6,7,37,43.54,0.571336,72.88,9556,0.65625,32.95
-2,19,49,50.05,0.571336,73.25,9556.625,0.625,32.95
8,26,58,57.98,0.571336,73.58,9557.25,0.625,32.95
6,34,59,65.48,0.573898,73.93,9557.90625,0.65625,32.95
6,48,59,70.4,0.575179,74.18,9558.546875,0.640625,32.95
6,51,63,71.09,0.575179,74.42,9559.203125,0.65625,32.95
5,50,78,66.77,0.572617,74.42,9559.828125,0.625,32.95
8,44,79,57.64,0.572617,74.32,9560.453125,0.625,32.95
7,24,68,44.47,0.570055,74.2,9561.046875,0.59375,32.95
2,6,67,28.21,0.570055,74.13,9561.671875,0.625,32.95
-7,5,63,9.72,0.570055,74.03,9562.296875,0.625,32.95
0,-2,72,-10.15,0.570055,73.95,9562.9375,0.640625,32.95
-17,-3,57,-30.35,0.570055,73.78,9563.578125,0.640625,32.95
-6,-24,39,-49.54,0.572617,73.5,9564.171875,0.59375,32.95
-12,-35,36,-66.23,0.572617,73.22,9564.78125,0.609375,32.93
-40,-37,12,-79.21,0.570055,72.93,9565.453125,0.671875,32.93
-19,-44,27,-87.96,0.568774,72.68,9566.09375,0.640625,32.93
-12,-47,34,-92.78,0.567493,72.28,9566.734375,0.640625,32.93
-35,-59,36,-94.69,0.56365,71.85,9567.375,0.640625,32.95
-56,-59,54,-94.83,0.56365,71.4,9567.96875,0.59375,32.95
-33,-51,67,-94.04,0.56365,70.97,9568.59375,0.625,32.95
8,-44,27,-92.51,0.566212,70.53,9569.234375,0.640625,32.95
-4,-46,12,-89.84,0.564931,70.12,9569.890625,0.65625,32.95
-25,-46,20,-85.41,0.561088,69.65,9570.546875,0.65625,32.95
-39,-56,25,-78.79,0.558526,69.28,9571.171875,0.625,32.95
-40,-66,13,-70.08,0.558526,68.85,9571.765625,0.59375,32.95
-43,-51,6,-59.96,0.555964,68.43,9572.390625,0.625,32.93
-29,-38,9,-49.47,0.566212,68.28,9573.03125,0.640625,32.93
-26,-40,22,-39.65,0.566212,68.17,9573.65625,0.625,32.93
-41,-44,30,-31.17,0.56365,68.1,9574.265625,0.609375,32.93
-47,-47,24,-24.23,0.571336,68.05,9574.875,0.609375,32.91
-39,-55,15,-18.61,0.566212,68.15,9575.46875,0.59375,32.91
-32,-57,18,-13.81,0.566212,68.13,9576.078125,0.609375,32.91
-40,-69,10,-9.2,0.566212,68.07,9576.6875,0.609375,32.91
-35,-78,2,-3.99,0.564931,67.98,9577.296875,0.609375,32.91
-24,-63,4,2.73,0.561088,67.88,9577.90625,0.609375,32.91
2,-49,14,11.93,0.56365,67.8,9578.5,0.59375,32.91
3,-60,15,24.28,0.56365,67.72,9579.078125,0.578125,32.91
-15,-69,3,39.83,0.564931,67.62,9579.671875,0.59375,32.93
-22,-71,-2,57.74,0.56365,67.52,9580.28125,0.609375,32.93
-28,-74,-6,76.35,0.562369,67.42,9580.890625,0.609375,32.93
-31,-68,-13,93.74,0.564931,67.35,9581.484375,0.59375,32.93
-28,-67,-14,108.31,0.56365,67.38,9582.0625,0.578125,32.91
-9,-68,-1,119.28,0.56365,67.28,9582.65625,0.59375,32.91
-15,-71,-1,126.72,0.568774,67.25,9583.25,0.59375,32.91
-25,-70,-7,131.19,0.564931,67.22,9583.875,0.625,32.91
-26,-63,-13,133.23,0.56365,67.17,9584.5,0.625,32.91
-24,-62,-17,132.96,0.566212,66.93,9585.109375,0.609375,32.91
-23,-57,-13,130.02,0.568774,66.6,9585.703125,0.59375,32.91
-13,-56,-4,123.92,0.567493,66.33,9586.296875,0.59375,32.91
-12,-57,-6,114.36,0.571336,66.03,9586.90625,0.609375,32.87
-25,-52,-6,101.58,0.572617,65.75,9587.546875,0.640625,32.87
-28,-51,0,86.36,0.580303,65.5,9588.203125,0.65625,32.87
-23,-48,7,69.86,0.57646,65.35,9588.84375,0.640625,32.87
-37,-51,16,53.18,0.577741,65.23,9589.453125,0.609375,32.89
-41,-53,17,37.06,0.575179,65.12,9590.0625,0.609375,32.89
-34,-58,13,21.71,0.579022,65,9590.6875,0.625,32.89
-34,-63,14,6.96,0.57646,64.88,9591.328125,0.640625,32.89
-27,-75,22,-7.45,0.57646,64.78,9591.984375,0.65625,32.89
-29,-70,20,-21.54,0.57646,64.62,9592.640625,0.65625,32.89
-30,-69,22,-34.99,0.573898,64.45,9593.296875,0.65625,32.89
-29,-64,21,-47.21,0.567493,64.2,9593.90625,0.609375,32.89
-27,-61,20,-57.62,0.568774,63.95,9594.515625,0.609375,32.89
-26,-58,22,-65.9,0.570055,63.67,9595.125,0.609375,32.89
-28,-53,25,-71.98,0.568774,63.48,9595.765625,0.640625,32.89
-29,-51,27,-75.88,0.572617,63.3,9596.390625,0.625,32.89
-29,-48,42,-77.4,0.572617,63.33,9597,0.609375,32.87
-34,-45,33,-76.08,0.572617,63.43,9597.609375,0.609375,32.87
-32,-39,27,-71.19,0.573898,63.5,9598.171875,0.5625,32.87
-26,-40,32,-62.2,0.572617,63.52,9598.765625,0.59375,32.87
-25,-36,32,-48.99,0.572617,63.55,9609.296875,0.53125,32.87
-18,-37,30,-32.12,0.571336,63.63,9609.84375,0.546875,32.87
-22,-38,21,-12.75,0.571336,63.65,9610.375,0.53125,32.87
-14,-48,23,7.57,0.571336,63.68,9610.9375,0.5625,32.87
-7,-45,24,27.17,0.56365,63.7,9611.484375,0.546875,32.87
-5,-46,25,44.6,0.559807,63.63,9612.078125,0.59375,32.87
-3,-61,26,58.76,0.559807,63.68,9612.703125,0.625,32.87
-3,-63,24,69.09,0.552121,63.82,9613.390625,0.6875,32.87
6,-67,22,75.56,0.553402,63.93,9614.0625,0.671875,32.89
5,-68,25,78.53,0.56365,64.1,9614.703125,0.640625,32.89
10,-70,23,78.54,0.562369,64.25,9615.390625,0.6875,32.89
9,-63,33,75.96,0.566212,64.4,9616.0625,0.671875,32.89
-8,-65,31,70.85,0.568774,64.53,9616.75,0.6875,32.91
34,-60,53,63.01,0.567493,64.72,9617.390625,0.640625,32.91
20,-45,46,52.19,0.558526,64.73,9618.03125,0.640625,32.91
-2,-40,46,38.37,0.557245,64.85,9618.625,0.59375,32.91
0,-49,37,22,0.558526,64.98,9619.25,0.625,32.87
12,-51,40,4.01,0.564931,64.77,9619.90625,0.65625,32.87
4,-48,38,-14.27,0.559807,64.53,9620.578125,0.671875,32.87
3,-46,42,-31.37,0.562369,64.28,9621.28125,0.703125,32.87
5,-46,41,-46.02,0.562369,64.03,9621.96875,0.6875,32.87
8,-46,44,-57.43,0.561088,63.63,9622.609375,0.640625,32.87
11,-46,43,-65.55,0.562369,63.3,9623.234375,0.625,32.87
8,-48,38,-71.13,0.561088,63.07,9623.859375,0.625,32.87
9,-49,38,-75.57,0.561088,62.85,9624.515625,0.65625,32.87
12,-49,37,-80.5,0.572617,62.6,9625.15625,0.640625,32.87
12,-48,39,-87.38,0.579022,62.4,9625.78125,0.625,32.87
13,-48,39,-97.09,0.573898,62.2,9626.375,0.59375,32.87
14,-49,37,-109.68,0.573898,62.02,9627.046875,0.671875,32.87
16,-49,36,-124.25,0.575179,61.78,9627.75,0.703125,32.87
14,-49,37,-139.04,0.573898,61.58,9628.5625,0.8125,32.87
12,-50,35,-151.57,0.570055,61.33,9629.28125,0.71875,32.87
15,-50,34,-159.02,0.571336,61.1,9629.9375,0.65625,32.89
17,-49,35,-158.77,0.571336,60.97,9630.59375,0.65625,32.89
13,-49,36,-149.08,0.571336,60.78,9631.25,0.65625,32.89
13,-51,33,-129.68,0.571336,60.57,9631.890625,0.640625,32.89
14,-50,36,-102.16,0.572617,60.38,9632.671875,0.78125,32.89
13,-50,36,-69.66,0.573898,60.3,9633.40625,0.734375,32.89
16,-51,32,-36.12,0.571336,60.25,9634.125,0.71875,32.89
12,-51,34,-5.26,0.570055,60.1,9634.78125,0.65625,32.89
12,-51,33,20.35,0.571336,59.95,9635.421875,0.640625,32.89
14,-52,33,39.69,0.572617,59.78,9636.046875,0.625,32.89
11,-52,34,53.23,0.573898,59.58,9636.703125,0.65625,32.89
13,-53,29,62.4,0.571336,59.3,9637.375,0.671875,32.89
14,-53,31,68.87,0.572617,59,9638.0625,0.6875,32.87
13,-52,32,73.94,0.573898,58.87,9638.71875,0.65625,32.87
14,-53,30,78.19,0.573898,58.7,9639.328125,0.609375,32.87
11,-53,31,81.4,0.577741,58.9,9639.9375,0.609375,32.87
12,-53,31,82.63,0.57646,59.05,9640.609375,0.671875,32.87
13,-54,30,80.44,0.57646,59.3,9641.296875,0.6875,32.87
7,-54,30,73.43,0.577741,59.55,9641.953125,0.65625,32.87
9,-55,29,60.75,0.581584,59.82,9642.59375,0.640625,32.87
14,-55,28,42.77,0.577741,60.05,9643.21875,0.625,32.87
5,-54,29,21.34,0.579022,60.38,9643.8125,0.59375,32.87
5,-54,30,-0.56,0.575179,60.67,9644.4375,0.625,32.87
12,-55,28,-19.8,0.575179,60.92,9645.0625,0.625,32.87
5,-54,30,-34.34,0.575179,61.17,9645.71875,0.65625,32.89
3,-54,31,-44.14,0.577741,61.42,9646.375,0.65625,32.89
11,-56,29,-51.04,0.57646,61.7,9646.984375,0.609375,32.89
7,-55,31,-57.79,0.579022,62,9647.578125,0.59375,32.89
6,-55,29,-66.46,0.579022,62.3,9648.15625,0.578125,32.87
0,-55,29,-77.29,0.579022,62.55,9648.75,0.59375,32.87
2,-55,30,-88.52,0.577741,62.82,9649.390625,0.640625,32.87
2,-56,29,-97.35,0.579022,63.12,9650.03125,0.640625,32.87
2,-55,31,-101.44,0.580303,63.45,9650.671875,0.640625,32.89
-4,-54,30,-100.01,0.579022,63.83,9651.28125,0.609375,32.89
3,-54,32,-93.97,0.57646,64.07,9651.890625,0.609375,32.89
3,-54,34,-85.03,0.579022,64.38,9652.515625,0.625,32.89
-3,-53,32,-74.57,0.577741,64.72,9653.1875,0.671875,32.87
-8,-52,34,-62.83,0.577741,65.05,9653.875,0.6875,32.87
-1,-53,35,-49.08,0.580303,65.4,9654.515625,0.640625,32.87
-6,-50,38,-32.47,0.580303,65.73,9655.125,0.609375,32.87
-7,-50,36,-12.97,0.580303,66.05,9655.734375,0.609375,32.83
-5,-52,35,8.15,0.577741,66.35,9656.359375,0.625,32.83
-9,-51,36,28.69,0.580303,66.73,9657.015625,0.65625,32.83
-6,-53,33,46.46,0.581584,67.02,9657.671875,0.65625,32.83
-10,-51,34,60.25,0.577741,67.3,9658.296875,0.625,32.87
-5,-53,33,70.33,0.579022,67.65,9658.90625,0.609375,32.87
-8,-52,35,78.15,0.577741,67.97,9659.515625,0.609375,32.87
-7,-52,34,85.54,0.580303,68.37,9660.15625,0.640625,32.87
-4,-53,35,93.81,0.579022,68.85,9660.8125,0.65625,32.84
-3,-53,35,103.17,0.580303,69.4,9661.453125,0.640625,32.84
-5,-53,34,112.83,0.581584,69.9,9662.09375,0.640625,32.84
-5,-53,33,121.49,0.581584,70.33,9662.71875,0.625,32.84
-2,-54,33,127.8,0.581584,70.77,9663.359375,0.640625,32.84
-5,-53,33,130.77,0.582865,71.2,9664.015625,0.65625,32.84
-4,-54,32,129.76,0.582865,71.63,9664.65625,0.640625,32.84
-3,-52,23,124.34,0.582865,72.07,9665.296875,0.640625,32.84
-4,-53,33,114.33,0.580303,72.48,9665.90625,0.609375,32.87
-1,-55,32,99.97,0.580303,73,9666.515625,0.609375,32.87
-4,-53,32,82.22,0.582865,73.5,9667.109375,0.59375,32.87
-2,-54,32,62.9,0.580303,74.05,9667.734375,0.625,32.87
-4,-53,33,44.36,0.581584,74.67,9668.359375,0.625,32.87
0,-54,32,28.81,0.582865,75.25,9668.984375,0.625,32.87
1,-55,32,17.65,0.582865,75.9,9669.59375,0.609375,32.87
-2,-54,32,10.98,0.581584,76.57,9670.21875,0.625,32.87
2,-54,30,7.76,0.584146,77.23,9670.84375,0.625,32.84
0,-54,32,6.37,0.584146,77.88,9671.484375,0.640625,32.84
-1,-54,31,5.22,0.584146,78.55,9675.125,0.609375,32.84
2,-55,30,3.2,0.585427,79.28,9675.734375,0.609375,32.84
0,-54,31,-0.42,0.581584,79.98,9676.34375,0.609375,32.84
1,-54,32,-6.16,0.582865,80.53,9676.9375,0.59375,32.84
1,-54,32,-14.55,0.582865,81.07,9677.53125,0.59375,32.84
1,-54,32,-25.89,0.585427,81.68,9678.140625,0.609375,32.84
1,-54,31,-40.02,0.582865,82.32,9678.765625,0.625,32.84
3,-55,32,-55.98,0.585427,82.8,9679.40625,0.640625,32.84
1,-54,31,-72.14,0.585427,83.32,9680.03125,0.625,32.84
4,-55,30,-86.6,0.585427,83.43,9680.625,0.59375,32.84
0,-54,31,-97.86,0.584146,83.63,9681.234375,0.609375,32.84
2,-55,31,-105.3,0.587989,83.83,9681.875,0.640625,32.84
2,-55,31,-109.33,0.586708,84.02,9682.515625,0.640625,32.84
1,-54,30,-111.01,0.587989,84.22,9683.15625,0.640625,32.84
3,-55,31,-111.41,0.585427,84.43,9683.78125,0.625,32.84
4,-55,30,-111.1,0.586708,84.58,9684.390625,0.609375,32.84
4,-54,31,-110,0.584146,84.87,9684.984375,0.59375,32.84
1,-54,32,-107.72,0.582865,85.22,9685.59375,0.609375,32.84
2,-54,31,-104.19,0.581584,85.55,9686.203125,0.609375,32.81
1,-54,31,-100.07,0.581584,85.88,9686.84375,0.640625,32.81
4,-55,31,-96.73,0.584146,86.23,9687.484375,0.640625,32.81
1,-54,32,-95.7,0.585427,86.55,9688.125,0.640625,32.81
3,-55,30,-97.85,0.585427,86.82,9688.734375,0.609375,32.84
3,-54,32,-102.77,0.586708,87.07,9689.328125,0.59375,32.84
3,-54,32,-108.75,0.586708,87.35,9689.921875,0.59375,32.84
3,-55,30,-113.4,0.586708,87.6,9690.546875,0.625,32.84
3,-54,30,-114.66,0.585427,87.82,9691.171875,0.625,32.81
5,-55,31,-111.49,0.586708,88.03,9691.8125,0.640625,32.81
5,-55,30,-104.24,0.584146,88.28,9692.421875,0.609375,32.81
5,-55,30,-94.19,0.584146,88.5,9693,0.578125,32.81
3,-54,31,-82.83,0.584146,88.75,9693.578125,0.578125,32.83
2,-54,30,-71.22,0.584146,88.98,9694.1875,0.609375,32.83
3,-54,31,-59.65,0.587989,89.2,9694.796875,0.609375,32.83
2,-54,31,-47.85,0.586708,89.43,9695.40625,0.609375,32.83
3,-56,29,-35.35,0.587989,89.68,9696,0.59375,32.81
4,-55,29,-21.77,0.587989,89.9,9696.609375,0.609375,32.81
6,-55,30,-7.08,0.58927,90.18,9697.25,0.640625,32.81
5,-56,29,8.45,0.58927,90.52,9697.9375,0.6875,32.81
4,-55,28,24.3,0.585427,90.92,9698.609375,0.671875,32.83
5,-56,28,39.81,0.587989,91.38,9699.25,0.640625,32.83
10,-56,26,54.25,0.585427,91.87,9699.890625,0.640625,32.83
12,-56,27,66.87,0.586708,92.25,9700.546875,0.65625,32.83
8,-56,26,76.93,0.585427,92.57,9701.21875,0.671875,32.81
8,-56,26,83.83,0.587989,92.8,9701.875,0.65625,32.81
9,-57,26,87.14,0.58927,93.03,9702.53125,0.65625,32.81
9,-57,25,86.62,0.587989,93.28,9703.171875,0.640625,32.81
9,-57,25,82.21,0.58927,93.53,9703.796875,0.625,32.83
10,-56,26,74.06,0.591832,93.78,9704.4375,0.640625,32.83
10,-57,25,62.48,0.58927,93.97,9705.078125,0.640625,32.83
9,-57,25,47.98,0.58927,94.32,9705.734375,0.65625,32.83
8,-56,26,31.28,0.586708,94.68,9706.390625,0.65625,32.83
8,-57,26,13.33,0.586708,95.02,9707.015625,0.625,32.83
9,-57,26,-4.86,0.585427,95.38,9707.59375,0.578125,32.83
9,-57,26,-22.28,0.58927,95.77,9708.15625,0.5625,32.83
7,-56,26,-38.05,0.586708,96.1,9708.734375,0.578125,32.84
7,-56,27,-51.48,0.590551,96.52,9709.328125,0.59375,32.84
8,-56,27,-62.11,0.58927,96.9,9709.921875,0.59375,32.84
6,-56,27,-69.64,0.58927,97.3,9710.53125,0.609375,32.84
7,-56,27,-73.87,0.58927,97.68,9711.15625,0.625,32.84
6,-56,28,-74.68,0.58927,98.08,9711.765625,0.609375,32.84
5,-56,27,-72.08,0.590551,98.47,9712.40625,0.640625,32.84
6,-56,27,-66.35,0.590551,98.82,9713.078125,0.671875,32.84
6,-56,28,-58.25,0.587989,98.48,9713.734375,0.65625,32.81
6,-56,28,-49.01,0.586708,98.32,9714.421875,0.6875,32.81
5,-56,28,-40.07,0.58927,98,9715.09375,0.671875,32.81
5,-56,29,-32.81,0.586708,97.63,9715.75,0.65625,32.81
4,-55,29,-28.05,0.587989,97.3,9716.390625,0.640625,32.79
4,-56,28,-25.83,0.590551,96.98,9717.015625,0.625,32.79
5,-56,29,-25.47,0.58927,96.65,9717.625,0.609375,32.79
4,-55,29,-25.87,0.58927,96.33,9718.234375,0.609375,32.79
5,-55,29,-25.99,0.58927,95.9,9718.8125,0.578125,32.83
4,-55,30,-25.27,0.58927,95.45,9719.40625,0.59375,32.83
4,-55,29,-23.59,0.590551,94.88,9719.984375,0.578125,32.83
4,-55,29,-21.28,0.586708,94.25,9720.578125,0.59375,32.83
5,-55,29,-19.18,0.585427,94.03,9721.171875,0.59375,32.83
4,-55,29,-18.45,0.58927,93.8,9721.765625,0.59375,32.83
4,-55,29,-20.27,0.58927,93.47,9722.34375,0.578125,32.83
5,-55,30,-25.38,0.587989,93.1,9722.921875,0.578125,32.83
4,-55,30,-33.7,0.590551,92.73,9723.515625,0.59375,32.83
4,-55,30,-44.18,0.590551,92.35,9724.125,0.609375,32.83
2,-55,30,-55.16,0.58927,91.98,9724.734375,0.609375,32.83
3,-55,30,-64.45,0.58927,91.67,9725.34375,0.609375,32.83
1,-54,30,-70.17,0.584146,91.43,9725.921875,0.578125,32.81
1,-55,31,-71.45,0.586708,91.22,9726.5,0.578125,32.81
-2,-54,32,-68.63,0.587989,91.08,9727.09375,0.59375,32.81
0,-55,31,-62.77,0.584146,90.97,9727.703125,0.609375,32.81
0,-55,30,-55.15,0.585427,90.73,9728.296875,0.59375,32.79
-2,-54,31,-46.83,0.587989,90.55,9728.890625,0.59375,32.79
0,-54,31,-38.69,0.586708,90.33,9729.484375,0.59375,32.79
0,-54,32,-31.85,0.586708,90.1,9730.09375,0.609375,32.79
2,-54,32,-27.06,0.58927,89.88,9730.703125,0.609375,32.81
1,-54,32,-24.81,0.591832,89.65,9731.328125,0.625,32.81
2,-53,33,-25.33,0.590551,89.4,9731.953125,0.625,32.81
1,-53,33,-28.27,0.590551,89.13,9732.578125,0.625,32.81
0,-53,33,-32.54,0.590551,88.83,9733.171875,0.59375,32.79
3,-53,33,-36.56,0.590551,88.62,9733.765625,0.59375,32.79
3,-53,34,-38.85,0.587989,88.28,9734.359375,0.59375,32.79
1,-53,34,-38.47,0.587989,87.95,9734.953125,0.59375,32.79
2,-52,35,-35.63,0.587989,87.53,9735.578125,0.625,32.83
0,-53,35,-30.31,0.587989,87.02,9736.171875,0.59375,32.83
-2,-52,35,-21.99,0.590551,86.5,9736.765625,0.59375,32.83
0,-51,37,-10.03,0.58927,86.02,9737.359375,0.59375,32.83
-1,-50,39,6.05,0.591832,85.52,9737.9375,0.578125,32.79
-2,-50,39,25.96,0.591832,84.95,9738.546875,0.609375,32.79
-6,-47,40,48.21,0.591832,84.45,9739.1875,0.640625,32.79
-7,-46,43,70.49,0.591832,83.95,9739.796875,0.609375,32.79
-10,-45,43,93.2,0.591832,83.45,9740.40625,0.609375,32.81
-11,-44,44,113.7,0.590551,82.92,9740.984375,0.578125,32.81
-12,-44,45,129.31,0.591832,82.45,9741.578125,0.59375,32.81
-11,-42,45,139.58,0.590551,81.85,9742.171875,0.59375,32.81
-13,-42,50,145.93,0.58927,81.23,9742.78125,0.609375,32.81
-14,-42,52,149.94,0.58927,80.65,9743.390625,0.609375,32.81
-34,-53,61,151.78,0.58927,80.02,9744,0.609375,32.81
-6,-55,65,150.66,0.58927,79.37,9744.59375,0.59375,32.81
-5,-82,122,146.12,0.591832,78.72,9745.171875,0.578125,32.79
-16,-52,-10,138.85,0.593113,78,9745.75,0.578125,32.79
-44,-68,-28,130.05,0.593113,77.27,9746.359375,0.609375,32.79
-25,-76,7,121.37,0.593113,76.5,9746.96875,0.609375,32.79
-12,-78,25,114.97,0.590551,75.75,9747.609375,0.640625,32.81
3,-42,27,110.17,0.593113,74.98,9748.21875,0.609375,32.81
5,-29,18,105.73,0.593113,74.12,9748.84375,0.625,32.81
6,-28,14,100.52,0.593113,73.32,9749.421875,0.578125,32.81
-16,-33,7,93.91,0.590551,73.2,9750,0.578125,32.77
-18,-36,7,85.95,0.590551,73.05,9750.59375,0.59375,32.77
-32,-49,9,77.25,0.590551,72.93,9751.203125,0.609375,32.77
-48,-61,11,68.5,0.590551,72.77,9751.828125,0.625,32.77
-53,-75,4,60.43,0.593113,72.57,9752.421875,0.59375,32.79
-70,-81,-2,53.58,0.593113,72.33,9753.046875,0.625,32.79
-66,-77,4,47.8,0.594394,72.05,9753.625,0.578125,32.79
-59,-69,7,42.66,0.591832,71.77,9754.203125,0.578125,32.79
-58,-61,2,37.34,0.590551,71.52,9754.828125,0.625,32.79
-59,-57,4,31.28,0.591832,71.27,9755.46875,0.640625,32.79
-52,-52,5,24.27,0.590551,71.33,9756.125,0.65625,32.79
-48,-50,7,16.46,0.590551,71.42,9756.765625,0.640625,32.79
-38,-50,11,8.07,0.58927,71.17,9757.359375,0.59375,32.79
-35,-49,16,-0.94,0.591832,70.85,9757.953125,0.59375,32.79
-31,-48,18,-10.73,0.591832,70.55,9758.546875,0.59375,32.79
-27,-52,22,-21.62,0.590551,70.27,9759.171875,0.625,32.79
-24,-54,25,-33.59,0.590551,69.87,9759.8125,0.640625,32.79
-19,-58,30,-44.4,0.594394,69.87,9760.4375,0.625,32.79
-15,-59,30,-51.77,0.593113,69.82,9761.0625,0.625,32.79
-10,-59,29,-54.88,0.593113,69.7,9761.671875,0.609375,32.79
-1,-62,30,-54.95,0.593113,69.83,9762.25,0.578125,32.79
5,-60,32,-53.91,0.591832,69.92,9762.859375,0.609375,32.79
4,-59,28,-53.43,0.590551,69.8,9763.453125,0.59375,32.79
3,-58,27,-53.87,0.590551,69.7,9764.0625,0.609375,32.79
3,-61,24,-54.56,0.590551,69.62,9764.671875,0.609375,32.75
5,-60,23,-54.51,0.587989,69.5,9765.28125,0.609375,32.75
4,-61,22,-53.14,0.591832,69.38,9765.859375,0.578125,32.75
4,-61,20,-50.69,0.58927,69.3,9766.421875,0.5625,32.75
3,-60,20,-47.78,0.590551,69.2,9767.015625,0.59375,32.77
0,-60,19,-46.2,0.590551,69.17,9767.640625,0.625,32.77
-1,-57,17,-44.96,0.590551,69.1,9768.25,0.609375,32.77
-2,-57,16,-43.01,0.590551,69.07,9768.859375,0.609375,32.77
-4,-56,14,-39.16,0.591832,69.05,9769.453125,0.59375,32.75
-3,-58,15,-32.2,0.593113,68.97,9770.09375,0.640625,32.75
-8,-69,11,-21.3,0.593113,68.93,9770.734375,0.640625,32.75
-11,-67,6,-6.26,0.593113,68.95,9771.390625,0.65625,32.75
-12,-65,5,12.11,0.594394,68.93,9772,0.609375,32.75
-14,-68,1,32.38,0.593113,68.95,9772.609375,0.609375,32.75
-14,-71,-1,53.26,0.593113,68.97,9773.21875,0.609375,32.75
-14,-73,-1,74.15,0.593113,68.97,9773.828125,0.609375,32.75
-17,-67,-3,94.65,0.587989,68.92,9774.4375,0.609375,32.71
-18,-64,-2,112.51,0.587989,68.92,9775.015625,0.578125,32.71
-12,-61,-2,125.2,0.587989,68.87,9775.609375,0.59375,32.71
-11,-60,-7,131.13,0.586708,68.78,9776.203125,0.59375,32.71
-10,-60,-8,130.57,0.587989,68.63,9776.796875,0.59375,32.71
-9,-59,-11,125.35,0.58927,68.58,9777.40625,0.609375,32.71
-8,-58,-12,118.02,0.590551,68.53,9778.015625,0.609375,32.71
-12,-57,-16,111.18,0.58927,68.47,9778.609375,0.59375,32.71
-16,-57,-16,108.26,0.590551,68.42,9779.203125,0.59375,32.73
-17,-65,-13,108.96,0.590551,68.32,9779.78125,0.578125,32.73
-17,-65,-12,112.16,0.591832,68.28,9780.390625,0.609375,32.73
-17,-64,-13,116.61,0.590551,68.22,9781,0.609375,32.73
-23,-65,-8,120.91,0.591832,68.08,9781.625,0.625,32.68
-23,-67,-5,123.86,0.593113,67.95,9782.234375,0.609375,32.68
-28,-66,-4,124.54,0.591832,67.85,9782.8125,0.578125,32.68
-22,-63,-5,121.37,0.591832,67.73,9783.40625,0.59375,32.68
-25,-58,-4,114.09,0.590551,67.6,9784,0.59375,32.71
